1044.420776, 750.853821, 1256.535645
1220.954712, 782.351807, 1084.622559
1333.556030, 808.401428, 922.362793
1450.682617, 849.964600, 595.945251
1481.393555, 883.691833, 333.887787
1489.709473, 929.893372, 5.193834
1383.846069, 953.414551, -200.991226
1189.355835, 975.681213, -425.777863
988.637390, 942.515869, -600.920715
764.954651, 909.907898, -707.446533
535.096558, 878.080872, -731.312195
286.133179, 835.439697, -652.510498
158.281494, 819.708191, -575.080566
10.292629, 819.366272, -466.374542
-197.863739, 824.768066, -360.757843
-398.712036, 813.525391, -279.710236
-616.041565, 781.443542, -200.737488
-743.144409, 777.800598, -161.240402
-972.554504, 768.284912, -121.968964
-1080.865845, 763.871216, -79.016670
-1243.907959, 763.232056, 3.184984
-1328.213135, 759.252991, 106.324310
-1392.283813, 751.491699, 295.374817
-1391.478760, 738.641357, 444.667847
-1327.523804, 722.493591, 633.385925
-1279.094971, 710.265991, 776.289185
-1224.732666, 699.001099, 859.490906
-1097.953857, 678.030457, 989.071838
-960.013733, 658.035156, 1044.014771
-777.642334, 653.829163, 1050.906982
-615.333740, 659.955505, 1021.882751
-451.505371, 688.114624, 1026.970947
-287.009094, 719.564209, 1102.223145
-154.312561, 737.921936, 1111.533569
-22.342487, 753.188293, 1108.504150
