-503.387421, 445.220123, 866.238892
-429.750397, 602.520630, 1026.336670
-564.927368, 613.771301, 1059.101929
-679.224670, 604.985596, 1076.323486
-760.426025, 597.178711, 1080.524414
-875.799683, 589.112793, 1090.027832
-991.942566, 583.996887, 1099.870972
-1104.532593, 563.374817, 1120.084229
-1214.743286, 543.167053, 1151.436523
-1323.696533, 519.299988, 1214.427246
-1404.596558, 504.178650, 1278.710083
-1470.945923, 491.412872, 1323.904907
-1529.796997, 492.818420, 1361.423340
-1598.655029, 500.774872, 1400.533936
-1669.118164, 508.387817, 1441.493774
-1682.321655, 510.235504, 1460.335083
-1761.391968, 522.064270, 1625.630981
-1757.389404, 524.457825, 1707.660400
-1707.592651, 522.699768, 1786.429077
-1625.510376, 520.571350, 1830.320801
-1532.931274, 528.226624, 1878.759033
-1413.218628, 535.623962, 1923.148804
-1296.609741, 535.756531, 1926.186157
-1230.966919, 533.239075, 1901.406128
-1182.746216, 530.450134, 1868.772339
-1128.747314, 529.726501, 1807.556152
-1032.601318, 532.951538, 1766.372803
-931.633789, 534.068909, 1739.581177
-827.166382, 539.090576, 1738.007080
-722.817139, 548.319153, 1742.292114
-622.654724, 551.713318, 1709.965698
-508.716858, 549.047058, 1685.208740
-392.272552, 550.927917, 1690.107056
-276.350555, 553.576416, 1688.927246
-170.940399, 565.481445, 1642.184448
-91.855797, 580.165161, 1557.605103
-45.418610, 590.530518, 1464.309082
-33.184048, 597.255920, 1372.046997
-54.231686, 615.222717, 1282.623413
-103.917732, 636.172180, 1206.813110
-187.332550, 654.029663, 1169.302368
190.670746, 474.132629, 334.313324
50.355583, 489.244568, 279.505829
-97.253487, 507.603394, 213.026184
-228.953018, 522.228333, 166.486481
-364.242889, 537.469299, 134.172791
-479.146851, 547.102539, 117.872742
-606.281860, 544.135132, 113.596924
-710.474976, 551.217834, 129.082596
-825.358215, 559.027344, 146.157089
-917.439758, 565.286804, 159.842667
-1021.651306, 575.302490, 210.767944
-1135.991211, 586.517700, 290.945587
-1218.384277, 593.933105, 388.123199
-1294.358521, 587.390137, 489.099304
-1324.413086, 574.466614, 600.345337
-1317.780640, 580.944336, 704.249084
-1292.559204, 590.863342, 817.704529
-1244.322754, 608.618530, 921.902893
-1128.883911, 605.668152, 999.538513
-997.715637, 613.573059, 1074.821289
-917.326050, 612.166321, 1062.546021
-806.883728, 596.283386, 1031.314331
-702.728394, 551.236450, 972.904419
-585.548889, 536.958374, 897.108948
-458.682251, 549.037903, 908.554382
-310.485321, 549.384216, 841.642151
-194.620087, 558.250000, 838.415527
-56.566990, 572.231689, 855.909973
71.145699, 585.711487, 858.471008
196.598495, 602.511841, 880.529358
297.152496, 607.130066, 851.837769
354.506073, 608.380188, 750.505615
375.074280, 604.825806, 647.967041
