-302.510803, 235.510406, 1493.859375
-199.130020, 202.597641, 1568.268433
-120.741707, 186.410645, 1590.882568
-38.622776, 192.836563, 1603.870605
59.787811, 179.373734, 1616.522705
159.401703, 163.209900, 1616.210205
224.008301, 166.392639, 1563.449951
265.124115, 174.271805, 1473.002441
308.538422, 192.648056, 1348.154541
341.831360, 206.059235, 1255.208740
405.225037, 219.328537, 1108.540894
491.734436, 224.100922, 1008.836548
590.485718, 223.570374, 903.602051
677.970947, 220.788254, 802.976624
775.455322, 218.299973, 689.942871
849.941406, 221.101852, 579.363098
908.407410, 210.705719, 478.383575
958.030457, 199.179474, 356.859955
982.219788, 176.598938, 227.447632
970.031921, 153.092819, 97.253914
930.235229, 142.705078, -12.333662
875.801147, 134.820679, -49.690483
795.104004, 117.049667, -57.172691
714.604797, 114.063095, -35.969685
628.571167, 121.074135, 11.764413
536.078613, 145.127762, 105.685349
482.282715, 176.982910, 222.906738
415.589752, 207.454559, 312.062378
340.995850, 225.921616, 425.880127
280.753448, 232.464401, 525.160889
223.476959, 234.598846, 608.299988
135.740143, 229.039932, 708.829895
64.193146, 219.081528, 801.489563
8.562535, 205.188904, 902.538757
-40.987892, 211.826233, 989.100159
-106.323410, 221.770966, 1083.937500
-157.184189, 219.220932, 1188.891602
