-429.750397, 602.520630, 1026.336670
-564.927368, 613.771301, 1059.101929
-679.224670, 604.985596, 1076.323486
-760.426025, 597.178711, 1080.524414
-875.799683, 589.112793, 1090.027832
-991.942566, 583.996887, 1099.870972
-1104.532593, 563.374817, 1120.084229
-1214.743286, 543.167053, 1151.436523
-1323.696533, 519.299988, 1214.427246
-1404.596558, 504.178650, 1278.710083
-1470.945923, 491.412872, 1323.904907
-1529.796997, 492.818420, 1361.423340
-1598.655029, 500.774872, 1400.533936
-1669.118164, 508.387817, 1441.493774
-1682.321655, 510.235504, 1460.335083
-1761.391968, 522.064270, 1625.630981
-1757.389404, 524.457825, 1707.660400
-1707.592651, 522.699768, 1786.429077
-1625.510376, 520.571350, 1830.320801
-1532.931274, 528.226624, 1878.759033
-1413.218628, 535.623962, 1923.148804
-1296.609741, 535.756531, 1926.186157
-1230.966919, 533.239075, 1901.406128
-1182.746216, 530.450134, 1868.772339
-1128.747314, 529.726501, 1807.556152
-1032.601318, 532.951538, 1766.372803
-931.633789, 534.068909, 1739.581177
-827.166382, 539.090576, 1738.007080
-722.817139, 548.319153, 1742.292114
-622.654724, 551.713318, 1709.965698
-508.716858, 549.047058, 1685.208740
-392.272552, 550.927917, 1690.107056
-276.350555, 553.576416, 1688.927246
-170.940399, 565.481445, 1642.184448
-91.855797, 580.165161, 1557.605103
-45.418610, 590.530518, 1464.309082
-33.184048, 597.255920, 1372.046997
-54.231686, 615.222717, 1282.623413
-103.917732, 636.172180, 1206.813110
-187.332550, 654.029663, 1169.302368
